# ID, cp_x, cp_y, cp_z, bx_x, bx_y, bx_z, by_x, by_y, by_z, dx, dy, slit_id
FHS_A_CH1,0.00245075,1.0722,0.774168,-0.0003333011251790009,0.9662403628940741,0.2576420967634905,0.9999578828330326,0.0025453497017565332,-0.00881780896680055,0.00300029,0.0110005,SLIT_FHS
FHS_A_CH2,0.00245675,1.07687,0.77618,0.0007229677069986968,0.9181696278880856,0.3961868394350686,0.9999583516453602,0.0025752209056021996,-0.008755753079048183,0.00138319,0.00388316,SLIT_FHS
FHS_A_CH3,0.0024625,1.08153,0.778192,0.0014463495708093355,0.9184317274640024,0.3955768826162717,0.9999583516453602,0.0025752209056021996,-0.008755753079048183,0.00138279,0.00388316,SLIT_FHS
FHS_A_CH4,0.00246825,1.0862,0.780203,0.0014459401808152043,0.9181691148172921,0.3961860495431709,0.9999583301558291,0.002575880850477517,-0.008758012891629502,0.00138319,0.00388216,SLIT_FHS
FHS_B_CH5,0.002467,1.09303,0.782026,-0.0014461899614608342,0.9935339735235539,0.11352599697467322,0.9999583301558291,0.002575880850477517,-0.008758012891629502,0.00138294,0.00388216,SLIT_FHS
FHS_B_CH6,0.0024595,1.09808,0.782603,-0.0014460701843577318,0.9934521266540053,0.11424001456432073,0.9999560638123928,0.002575220164338181,-0.009013250575182359,0.00138306,0.00388317,SLIT_FHS
FHS_B_CH7,0.0024515,1.10313,0.783181,-0.0014461899614608342,0.9935339735235539,0.11352599697467322,0.9999583516453602,0.0025752209056021996,-0.008755753079048183,0.00138294,0.00388316,SLIT_FHS
FHS_B_CH8,0.00244375,1.10818,0.783757,-0.0021692892618082314,0.9935326619087892,0.11352596136802422,0.9999583516453602,0.0025752209056021996,-0.008755753079048183,0.00138294,0.00388316,SLIT_FHS
