# ID, cp_x, cp_y, cp_z, bx_x, bx_y, bx_z, by_x, by_y, by_z, dx, dy, dz
SLIT_FVC1_OBEN,-0.38829,1.89666,0.948737,-0.209314,0.962246,-0.173984,0.976923,0.213529,0.00527231,0.00300027,0.0110009,0.001
SLIT_FVC2_UNTEN,-0.390748,1.90818,0.937334,-0.0389978,0.201989,-0.978611,0.976918,0.213548,0.00527278,0.00300017,0.0109999,0.001
